story_id,person,aliases,sentence_id,type,text,mention_count,word_count,text_prev,text_next,bert_context,ml_context,is_primary_in_sentence,predicted_type
7,Tokoh-6,['ayah'],13,others,"`` Ayah , tadi ketika kami pulang mengaji , kami menangkap seekor burung merbuk yang sangat indah .",0.0301507537688442,0.049047619047619,"Dengan penuh kegembiraan , mereka segera pulang dan menunjukkan burung itu kepada ayah mereka .",Bulu-bulunya berkilauan seperti emas .,"Dengan penuh kegembiraan , mereka segera pulang dan menunjukkan burung itu kepada ayah mereka . [SEP] `` Ayah , tadi ketika kami pulang mengaji , kami menangkap seekor burung merbuk yang sangat indah . [SEP] Bulu-bulunya berkilauan seperti emas .","Dengan penuh kegembiraan , mereka segera pulang dan menunjukkan burung itu kepada ayah mereka . `` Ayah , tadi ketika kami pulang mengaji , kami menangkap seekor burung merbuk yang sangat indah . Bulu-bulunya berkilauan seperti emas .",True,others
7,Tokoh-6,['ayah'],15,others,Bisakah Ayah membuatkan sangkarnya ? '',0.0301507537688442,0.049047619047619,Bulu-bulunya berkilauan seperti emas .,tanya Ahmad penuh antusias .,Bulu-bulunya berkilauan seperti emas . [SEP] Bisakah Ayah membuatkan sangkarnya ? '' [SEP] tanya Ahmad penuh antusias .,Bulu-bulunya berkilauan seperti emas . Bisakah Ayah membuatkan sangkarnya ? '' tanya Ahmad penuh antusias .,True,others
7,Tokoh-6,['ayah'],17,others,"Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita .",0.0301507537688442,0.049047619047619,tanya Ahmad penuh antusias .,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''","tanya Ahmad penuh antusias . [SEP] Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita . [SEP] Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''","tanya Ahmad penuh antusias . Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita . Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''",True,others
7,Tokoh-6,['ayah'],18,others,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''",0.0301507537688442,0.049047619047619,"Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita .","`` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh .","Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita . [SEP] Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . '' [SEP] `` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh .","Ayah mereka tersenyum dan berkata Ayah tidak keberatan , tetapi sekarang Ayah sedang sibuk menyiapkan tempat penyimpanan padi kita . Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . '' `` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh .",True,others
7,Tokoh-6,['ayah'],19,others,"`` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh .",0.0301507537688442,0.049047619047619,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . ''",Burung itu kemudian mereka pelihara dengan penuh kasih sayang .,"Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . '' [SEP] `` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh . [SEP] Burung itu kemudian mereka pelihara dengan penuh kasih sayang .","Setelah itu selesai , Ayah akan buatkan sangkar untuk burung kalian . '' `` Baiklah , Ayah jawab Ahmad dan Muhammad dengan patuh . Burung itu kemudian mereka pelihara dengan penuh kasih sayang .",True,others
7,Tokoh-6,['ayah'],48,others,"Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu .",0.0301507537688442,0.049047619047619,Burung ini sudah seperti saudara kami sendiri . '',"Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .","Burung ini sudah seperti saudara kami sendiri . '' [SEP] Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu . [SEP] Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .","Burung ini sudah seperti saudara kami sendiri . '' Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu . Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .",True,others
7,Tokoh-7,['orang tua'],7,others,"Setiap pagi , mereka membantu orang tua di sawah , dan pada sore hari mereka pergi mengaji .",0.0050251256281407,0.0147619047619047,"Oleh karena itu , orang-orang di kampung sangat menyayangi mereka .",Itulah rutinitas harian Ahmad dan Muhammad yang berlangsung dengan penuh ketekunan .,"Oleh karena itu , orang-orang di kampung sangat menyayangi mereka . [SEP] Setiap pagi , mereka membantu orang tua di sawah , dan pada sore hari mereka pergi mengaji . [SEP] Itulah rutinitas harian Ahmad dan Muhammad yang berlangsung dengan penuh ketekunan .","Oleh karena itu , orang-orang di kampung sangat menyayangi mereka . Setiap pagi , mereka membantu orang tua di sawah , dan pada sore hari mereka pergi mengaji . Itulah rutinitas harian Ahmad dan Muhammad yang berlangsung dengan penuh ketekunan .",True,others
7,Tokoh-7,['orang tua'],29,others,"Orang tua itu menjawab Barang siapa yang memakan kepala burung ini , ia akan menjadi raja .",0.0050251256281407,0.0147619047619047,"Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? ''","Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .","Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? '' [SEP] Orang tua itu menjawab Barang siapa yang memakan kepala burung ini , ia akan menjadi raja . [SEP] Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .","Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? '' Orang tua itu menjawab Barang siapa yang memakan kepala burung ini , ia akan menjadi raja . Dan barang siapa yang memakan hatinya , ia akan menjadi menteri .",True,others
7,Tokoh-8,['gajah putih kerajaan'],71,others,Ahmad akhirnya terpilih menjadi raja setelah gajah putih kerajaan menemukannya tertidur di bawah pohon .,0.0,0.0052380952380952,"Dalam perjalanan mereka di hutan , mereka berpisah tanpa sengaja .","Sementara itu , Muhammad menemukan ranting ajaib yang bisa memenuhi keinginannya .","Dalam perjalanan mereka di hutan , mereka berpisah tanpa sengaja . [SEP] Ahmad akhirnya terpilih menjadi raja setelah gajah putih kerajaan menemukannya tertidur di bawah pohon . [SEP] Sementara itu , Muhammad menemukan ranting ajaib yang bisa memenuhi keinginannya .","Dalam perjalanan mereka di hutan , mereka berpisah tanpa sengaja . Ahmad akhirnya terpilih menjadi raja setelah gajah putih kerajaan menemukannya tertidur di bawah pohon . Sementara itu , Muhammad menemukan ranting ajaib yang bisa memenuhi keinginannya .",False,others
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",24,antagonist,Orang-orang di kampung memanggilnya Wak Pawang Merbuk .,0.050251256281407,0.0685714285714285,"Di kampung itu , hiduplah seorang pawang burung merbuk yang setiap hari pergi ke hutan untuk memikat burung .","Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi .","Di kampung itu , hiduplah seorang pawang burung merbuk yang setiap hari pergi ke hutan untuk memikat burung . [SEP] Orang-orang di kampung memanggilnya Wak Pawang Merbuk . [SEP] Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi .","Di kampung itu , hiduplah seorang pawang burung merbuk yang setiap hari pergi ke hutan untuk memikat burung . Orang-orang di kampung memanggilnya Wak Pawang Merbuk . Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi .",True,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",25,antagonist,"Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi .",0.050251256281407,0.0685714285714285,Orang-orang di kampung memanggilnya Wak Pawang Merbuk .,"Dalam mimpinya , ia didatangi oleh seorang lelaki tua berjubah putih yang berkata Hai , Pawang Merbuk .","Orang-orang di kampung memanggilnya Wak Pawang Merbuk . [SEP] Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi . [SEP] Dalam mimpinya , ia didatangi oleh seorang lelaki tua berjubah putih yang berkata Hai , Pawang Merbuk .","Orang-orang di kampung memanggilnya Wak Pawang Merbuk . Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi . Dalam mimpinya , ia didatangi oleh seorang lelaki tua berjubah putih yang berkata Hai , Pawang Merbuk .",True,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",26,antagonist,"Dalam mimpinya , ia didatangi oleh seorang lelaki tua berjubah putih yang berkata Hai , Pawang Merbuk .",0.050251256281407,0.0685714285714285,"Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi .","Di kampung ini , ada seekor burung merbuk yang sangat bertuah . ''","Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi . [SEP] Dalam mimpinya , ia didatangi oleh seorang lelaki tua berjubah putih yang berkata Hai , Pawang Merbuk . [SEP] Di kampung ini , ada seekor burung merbuk yang sangat bertuah . ''","Suatu malam , setelah pulang dari memikat burung , Wak Pawang Merbuk bermimpi . Dalam mimpinya , ia didatangi oleh seorang lelaki tua berjubah putih yang berkata Hai , Pawang Merbuk . Di kampung ini , ada seekor burung merbuk yang sangat bertuah . ''",False,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",28,antagonist,"Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? ''",0.050251256281407,0.0685714285714285,"Di kampung ini , ada seekor burung merbuk yang sangat bertuah . ''","Orang tua itu menjawab Barang siapa yang memakan kepala burung ini , ia akan menjadi raja .","Di kampung ini , ada seekor burung merbuk yang sangat bertuah . '' [SEP] Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? '' [SEP] Orang tua itu menjawab Barang siapa yang memakan kepala burung ini , ia akan menjadi raja .","Di kampung ini , ada seekor burung merbuk yang sangat bertuah . '' Wak Pawang Merbuk bertanya Apakah tuah burung itu , dan siapa pemiliknya ? '' Orang tua itu menjawab Barang siapa yang memakan kepala burung ini , ia akan menjadi raja .",True,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",33,antagonist,Wak Pawang Merbuk terbangun dengan perasaan heran dan penuh harapan .,0.050251256281407,0.0685714285714285,"Setelah berkata demikian , lelaki tua itu menghilang .",Ia merasa yakin bahwa mimpinya adalah petunjuk untuk mendapatkan kekuasaan .,"Setelah berkata demikian , lelaki tua itu menghilang . [SEP] Wak Pawang Merbuk terbangun dengan perasaan heran dan penuh harapan . [SEP] Ia merasa yakin bahwa mimpinya adalah petunjuk untuk mendapatkan kekuasaan .","Setelah berkata demikian , lelaki tua itu menghilang . Wak Pawang Merbuk terbangun dengan perasaan heran dan penuh harapan . Ia merasa yakin bahwa mimpinya adalah petunjuk untuk mendapatkan kekuasaan .",True,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",37,antagonist,"Keesokan paginya , Wak Pawang Merbuk segera berangkat mencari rumah Ahmad dan Muhammad .",0.050251256281407,0.0685714285714285,pikirnya .,"Setelah bertanya ke sana kemari , ia akhirnya menemukan gubuk tempat mereka tinggal .","pikirnya . [SEP] Keesokan paginya , Wak Pawang Merbuk segera berangkat mencari rumah Ahmad dan Muhammad . [SEP] Setelah bertanya ke sana kemari , ia akhirnya menemukan gubuk tempat mereka tinggal .","pikirnya . Keesokan paginya , Wak Pawang Merbuk segera berangkat mencari rumah Ahmad dan Muhammad . Setelah bertanya ke sana kemari , ia akhirnya menemukan gubuk tempat mereka tinggal .",True,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",41,antagonist,"`` Wa'alaikumussalam , Wak jawab Ahmad dan Muhammad .",0.050251256281407,0.0685714285714285,"Ia pun menyapa dengan ramah Assalamualaikum , anak-anak . ''",`` Burung kalian sangat jinak .,"Ia pun menyapa dengan ramah Assalamualaikum , anak-anak . '' [SEP] `` Wa'alaikumussalam , Wak jawab Ahmad dan Muhammad . [SEP] `` Burung kalian sangat jinak .","Ia pun menyapa dengan ramah Assalamualaikum , anak-anak . '' `` Wa'alaikumussalam , Wak jawab Ahmad dan Muhammad . `` Burung kalian sangat jinak .",True,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",45,antagonist,"Namun , Ahmad dan Muhammad segera menolak Maaf , Wak .",0.050251256281407,0.0685714285714285,"Berapa pun harganya , aku akan membayar tawarnya .",Burung ini tidak kami jual .,"Berapa pun harganya , aku akan membayar tawarnya . [SEP] Namun , Ahmad dan Muhammad segera menolak Maaf , Wak . [SEP] Burung ini tidak kami jual .","Berapa pun harganya , aku akan membayar tawarnya . Namun , Ahmad dan Muhammad segera menolak Maaf , Wak . Burung ini tidak kami jual .",False,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",48,antagonist,"Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu .",0.050251256281407,0.0685714285714285,Burung ini sudah seperti saudara kami sendiri . '',"Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .","Burung ini sudah seperti saudara kami sendiri . '' [SEP] Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu . [SEP] Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .","Burung ini sudah seperti saudara kami sendiri . '' Melihat ayah mereka pulang dari sawah , Wak Pawang Merbuk pun berbicara langsung kepada Pak Ahmad dan menyampaikan keinginannya untuk membeli burung itu . Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .",False,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",50,antagonist,`` Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali ?,0.050251256281407,0.0685714285714285,"Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan .",Aku akan membujuk anak-anakku lebih dulu ujarnya .,"Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan . [SEP] `` Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali ? [SEP] Aku akan membujuk anak-anakku lebih dulu ujarnya .","Pak Ahmad hampir setuju , karena mereka sangat membutuhkan uang , tetapi ia tidak bisa langsung mengambil keputusan . `` Bagaimana jika dua-tiga hari lagi Wak Pawang datang kembali ? Aku akan membujuk anak-anakku lebih dulu ujarnya .",True,antagonist
7,Tokoh-9,"['pawang merbuk', 'wak pawang', 'wak', 'wak pawang merbuk']",52,antagonist,"Dengan penuh ambisi , Wak Pawang Merbuk pulang sambil membayangkan dirinya menjadi raja .",0.050251256281407,0.0685714285714285,Aku akan membujuk anak-anakku lebih dulu ujarnya .,"Beberapa hari kemudian , Ibu Ahmad dan Muhammad mengambil keputusan sendiri .","Aku akan membujuk anak-anakku lebih dulu ujarnya . [SEP] Dengan penuh ambisi , Wak Pawang Merbuk pulang sambil membayangkan dirinya menjadi raja . [SEP] Beberapa hari kemudian , Ibu Ahmad dan Muhammad mengambil keputusan sendiri .","Aku akan membujuk anak-anakku lebih dulu ujarnya . Dengan penuh ambisi , Wak Pawang Merbuk pulang sambil membayangkan dirinya menjadi raja . Beberapa hari kemudian , Ibu Ahmad dan Muhammad mengambil keputusan sendiri .",True,antagonist
7,Tokoh-10,"['burung merbuk', 'burung']",9,others,"Pada suatu sore , dalam perjalanan pulang dari mengaji , mereka melihat seekor burung merbuk yang berulang kali terbang rendah di hadapan mereka .",0.050251256281407,0.0823809523809523,Itulah rutinitas harian Ahmad dan Muhammad yang berlangsung dengan penuh ketekunan .,"Merasa penasaran , mereka pun mengejar dan berhasil menangkap burung itu .","Itulah rutinitas harian Ahmad dan Muhammad yang berlangsung dengan penuh ketekunan . [SEP] Pada suatu sore , dalam perjalanan pulang dari mengaji , mereka melihat seekor burung merbuk yang berulang kali terbang rendah di hadapan mereka . [SEP] Merasa penasaran , mereka pun mengejar dan berhasil menangkap burung itu .","Itulah rutinitas harian Ahmad dan Muhammad yang berlangsung dengan penuh ketekunan . Pada suatu sore , dalam perjalanan pulang dari mengaji , mereka melihat seekor burung merbuk yang berulang kali terbang rendah di hadapan mereka . Merasa penasaran , mereka pun mengejar dan berhasil menangkap burung itu .",True,others
